City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,gaya,24.7833,85.0,11.95,87,0,1.54,IN,1700947844
367,poronaysk,49.2167,143.1167,-11.65,63,79,5.82,RU,1700947844
368,virginia,37.5481,-77.4467,6.99,52,20,4.12,US,1700947845
369,fortuna,40.5982,-124.1573,13.53,56,0,0.0,US,1700947845
370,rurrenabaque,-14.4413,-67.5278,25.44,80,94,0.46,BO,1700947846
371,abepura,-2.6333,140.5833,24.45,94,20,1.03,ID,1700947846
372,lalibela,12.0333,39.0333,13.49,38,56,3.46,ET,1700947847
373,traverse city,44.7631,-85.6206,3.04,60,100,3.09,US,1700947743
374,ephrata,40.1798,-76.1788,5.47,60,0,1.54,US,1700947801
375,chibougamau,49.9168,-74.3659,-4.21,80,20,4.12,CA,1700947849
376,champerico,14.3,-91.9167,34.3,66,99,2.33,GT,1700947849
377,mount pearl,47.5166,-52.7813,-0.93,77,75,5.66,CA,1700947850
378,anna,51.4842,40.4299,-0.69,98,100,3.61,RU,1700947850
379,torghay,49.6339,63.4981,-1.14,83,100,3.75,KZ,1700947851
380,ulladulla,-35.35,150.4667,22.09,46,0,3.6,AU,1700947852
381,barcelos,41.5388,-8.6151,11.62,88,71,1.37,PT,1700947852
382,great falls,47.5002,-111.3008,5.25,50,0,7.72,US,1700947686
383,lijiang,26.8688,100.2207,2.68,60,0,1.56,CN,1700947853
384,phan thiet,10.9333,108.1,23.89,84,97,2.48,VN,1700947854
385,san patricio,28.017,-97.5169,21.97,78,100,5.91,US,1700947855
386,sahab,31.8721,36.005,15.35,55,50,2.06,JO,1700947856
387,hashtpar,37.8008,48.9037,18.7,44,100,3.68,IR,1700947857
388,riberalta,-10.9833,-66.1,28.11,78,75,4.12,BO,1700947857
389,kreuzlingen,47.65,9.1833,3.23,87,100,6.26,CH,1700947858
390,remire-montjoly,4.9167,-52.2667,29.02,74,75,5.14,GF,1700947858
391,whangarei,-35.7317,174.3239,19.7,53,9,3.86,NZ,1700947859
392,seminole,28.7086,-81.2081,24.05,70,20,4.12,US,1700947859
393,al jawf,29.5,38.75,18.63,37,100,4.35,SA,1700947860
394,veraval,20.9,70.3667,25.63,78,16,2.81,IN,1700947860
395,puerto maldonado,-12.6,-69.1833,29.22,79,75,1.54,PE,1700947861
396,kattivakkam,13.2167,80.3167,27.26,82,92,5.65,IN,1700947861
397,hailey,43.5196,-114.3153,-0.06,85,100,5.14,US,1700947862
398,ingeniero luis a. huergo,-39.0833,-67.2333,34.94,15,1,7.16,AR,1700947862
399,coquimbo,-29.9533,-71.3436,16.85,77,75,4.63,CL,1700947733
400,ribeirao da ilha,-27.6993,-48.5322,21.99,68,75,4.12,BR,1700947863
401,kununurra,-15.7667,128.7333,24.99,88,40,0.51,AU,1700947864
402,balabac,7.9868,117.0645,28.08,80,100,7.11,PH,1700947864
403,nuuk,64.1835,-51.7216,2.34,69,75,19.55,GL,1700947865
404,mont-dore,-22.2833,166.5833,25.56,99,75,3.0,NC,1700947865
405,saint-philippe,-21.3585,55.7679,22.77,80,50,5.24,RE,1700947866
406,rouissat,31.9243,5.3502,13.04,41,0,1.54,DZ,1700947867
407,kerikeri,-35.2268,173.9474,19.47,54,2,3.24,NZ,1700947867
408,maceio,-9.6658,-35.7353,25.69,78,0,3.6,BR,1700947726
409,cloquet,46.7216,-92.4594,-2.85,83,100,3.6,US,1700947863
410,olhao,37.0286,-7.8411,13.38,82,0,2.06,PT,1700947869
411,kailua-kona,19.6406,-155.9956,29.04,73,20,3.09,US,1700947869
412,bodaybo,57.8506,114.1933,-25.72,100,95,0.42,RU,1700947870
413,peniche,39.3558,-9.3811,15.31,80,48,3.75,PT,1700947870
414,pedro ii,-4.4247,-41.4586,28.31,34,17,1.19,BR,1700947871
415,hadibu,12.65,54.0333,25.43,74,18,3.63,YE,1700947871
416,tynec nad sazavou,49.8335,14.5898,2.47,91,98,3.61,CZ,1700947872
417,moyynkum,44.2914,72.9469,4.37,55,29,6.19,KZ,1700947872
418,myeik,12.4333,98.6,24.57,73,98,1.8,MM,1700947873
419,vernon,50.2581,-119.2691,4.05,72,86,0.45,CA,1700947873
420,quellon,-43.1167,-73.6167,13.02,72,41,3.9,CL,1700947874
421,aral,40.5156,81.2636,2.75,31,14,1.41,CN,1700947874
422,meadow lake,34.8014,-106.5436,8.21,59,28,4.45,US,1700947875
423,polovinnoye,54.7914,65.9864,1.82,97,100,5.91,RU,1700947876
424,floro,61.5996,5.0328,5.54,87,75,4.12,NO,1700947876
425,bela,25.9333,81.9833,17.24,35,1,1.02,IN,1700947877
426,la'ie,21.6477,-157.9253,28.98,72,21,2.24,US,1700947877
427,xique xique,-10.8217,-42.7311,30.14,43,19,2.7,BR,1700947878
428,tionk essil,12.7856,-16.5217,23.98,72,0,3.55,SN,1700947879
429,bemidji,47.4736,-94.8803,-2.12,74,100,6.17,US,1700947645
430,alice springs,-23.7,133.8833,21.75,64,100,3.09,AU,1700947581
431,rimavska sobota,48.3828,20.0224,-1.2,71,0,1.7,SK,1700947880
432,ende,-8.8432,121.6623,25.89,83,98,0.61,ID,1700947881
433,carmi,38.0909,-88.1587,9.05,49,0,0.0,US,1700947882
434,pamandzi,-12.7967,45.2794,27.88,83,75,2.06,YT,1700947882
435,viedma,-40.8135,-62.9967,32.79,17,42,4.12,AR,1700947883
436,yevpatoriya,45.1972,33.3558,14.41,77,100,10.55,UA,1700947883
437,saint-francois,46.4154,3.9054,2.03,100,0,1.54,FR,1700947884
438,mahalapye,-23.1041,26.8142,27.71,21,16,6.22,BW,1700947885
439,kosh-agach,50.0,88.6667,-13.16,90,81,0.39,RU,1700947885
440,kajaani,64.2273,27.7285,-17.97,85,99,0.51,FI,1700947886
441,goulburn,-34.75,149.7167,18.21,79,0,1.79,AU,1700947886
442,soio,-6.1349,12.3689,25.75,79,100,0.98,AO,1700947887
443,katsuren-haebaru,26.3369,127.8719,21.01,88,100,2.57,JP,1700947887
444,prabumulih,-3.45,104.25,22.72,97,99,0.51,ID,1700947888
445,nema,57.5067,50.5011,-2.61,96,89,3.32,RU,1700947888
446,ranchettes,41.2186,-104.7903,-5.09,69,40,6.71,US,1700947889
447,stephenville,32.2207,-98.2023,15.07,55,100,4.12,US,1700947738
448,haiku-pauwela,20.9219,-156.3051,28.01,58,20,6.69,US,1700947890
449,narvik,68.4384,17.4272,-2.89,93,100,1.49,NO,1700947890
450,bathsheba,13.2167,-59.5167,28.34,74,20,7.2,BB,1700947891
451,ha giang,22.8333,104.9833,17.6,91,59,1.33,VN,1700947891
452,revelstoke,50.9832,-118.2023,1.01,64,100,0.0,CA,1700947736
453,salinas,36.6777,-121.6555,19.18,37,0,5.14,US,1700947893
454,sangueya,10.7,-14.3667,23.24,77,22,1.89,GN,1700947893
455,rockport,28.0206,-97.0544,22.01,87,100,6.17,US,1700947894
456,solleftea,63.1667,17.2667,-5.08,83,98,2.95,SE,1700947894
457,levuka,50.1834,-105.4011,-0.1,94,100,9.05,CA,1700947895
458,ar ruways,24.1103,52.7306,24.32,68,37,4.75,AE,1700947895
459,san felipe,10.3399,-68.7425,23.7,96,72,2.44,VE,1700947896
460,groningen,53.25,6.75,3.9,92,63,1.87,NL,1700947896
461,kodinsk,58.6881,99.1844,-22.55,99,12,1.34,RU,1700947897
462,kourou,5.1552,-52.6478,29.03,86,73,2.91,GF,1700947897
463,belmonte,-15.8631,-38.8828,24.34,83,95,6.22,BR,1700947898
464,noshiro,40.2039,140.0242,4.59,61,100,5.92,JP,1700947898
465,gubkinskiy,64.434,76.5026,-17.06,90,17,5.94,RU,1700947899
466,chhabra,24.6667,76.8333,16.4,43,48,3.64,IN,1700947899
467,houlton,46.1262,-67.8403,-4.1,53,0,2.06,US,1700947900
468,rio grande,-32.035,-52.0986,22.06,73,22,4.97,BR,1700947901
469,la passe,45.5549,-0.8967,3.32,77,39,3.55,FR,1700947901
470,tyukhtet,56.5389,89.3011,-6.68,92,100,4.29,RU,1700947901
471,horta,38.5333,-28.6333,20.01,96,75,5.81,PT,1700947902
472,nikolayevsk-on-amure,53.1406,140.73,-18.54,67,80,5.49,RU,1700947903
473,brookings,44.3114,-96.7984,-3.83,81,100,3.6,US,1700947692
474,port isabel,26.0734,-97.2086,25.02,84,100,4.12,US,1700947904
475,rucar,45.4,25.1667,-1.42,90,100,4.27,RO,1700947904
476,bac lieu,9.285,105.7244,25.1,88,100,3.89,VN,1700947905
477,szentlorinc,46.0402,17.9872,0.49,74,7,4.56,HU,1700947905
478,thief river falls,48.1191,-96.1812,0.53,64,0,9.77,US,1700947906
479,benguela,-12.5763,13.4055,25.85,83,100,0.81,AO,1700947906
480,waddan,29.1614,16.139,14.84,44,0,4.83,LY,1700947907
481,gurupi,-11.7292,-49.0686,29.96,43,71,1.84,BR,1700947907
482,kirensk,57.7853,108.1119,-17.24,98,68,1.34,RU,1700947908
483,ancud,-41.8697,-73.8203,13.02,72,15,2.89,CL,1700947908
484,upington,-28.4478,21.2561,27.21,14,25,3.09,ZA,1700947909
485,manggar,-2.8833,108.2667,25.81,89,99,1.88,ID,1700947909
486,whiteville,34.3388,-78.7031,12.07,54,0,2.57,US,1700947910
487,lakatoro,-16.0999,167.4164,26.41,64,100,3.99,VU,1700947910
488,dubbo,-32.25,148.6167,20.07,83,75,3.6,AU,1700947911
489,aberystwyth,52.4155,-4.0829,8.27,80,100,2.53,GB,1700947911
490,papao,-17.75,-149.55,29.82,78,62,10.04,PF,1700947912
491,chifeng,42.2683,118.9636,-7.49,60,32,2.07,CN,1700947912
492,formosa,-26.1775,-58.1781,29.99,62,40,2.57,AR,1700947913
493,faratsiho,-19.4,46.95,15.25,87,67,0.74,MG,1700947913
494,lhasa,29.65,91.1,-4.98,45,0,2.1,CN,1700947914
495,tagiura,32.8817,13.3506,18.99,53,20,12.96,LY,1700947914
496,kapsan-up,41.0903,128.2933,-10.24,76,54,0.54,KP,1700947915
497,kokopo,-4.352,152.2633,27.08,78,5,0.85,PG,1700947916
498,la villa del rosario,10.3258,-72.3134,28.26,77,70,1.62,VE,1700947916
499,kiffa,16.6166,-11.4045,24.57,13,0,3.94,MR,1700947917
500,madona,56.8533,26.217,-5.83,95,100,2.46,LV,1700947917
501,puerto madero,14.7208,-92.4215,32.11,55,40,0.0,MX,1700947918
502,la asuncion,11.0333,-63.8628,26.81,81,54,6.79,VE,1700947918
503,santa cruz,-17.8,-63.1667,28.7,57,75,3.09,BO,1700947918
504,casper,42.8666,-106.3131,-4.6,73,0,6.69,US,1700947919
505,illizi,26.4833,8.4667,13.89,41,0,1.84,DZ,1700947919
506,laramie,41.3114,-105.5911,-5.79,68,100,2.68,US,1700947651
507,ha'il,27.5219,41.6907,17.01,82,0,3.09,SA,1700947920
508,coyhaique,-45.5752,-72.0662,15.34,67,75,2.06,CL,1700947699
509,middelfart,55.5059,9.7305,-0.79,60,1,5.28,DK,1700947921
510,oranjemund,-28.55,16.4333,15.71,91,1,3.52,NA,1700947922
511,ca mau,9.1769,105.15,23.63,93,100,1.28,VN,1700947922
512,hastings,50.8552,0.5729,3.62,77,86,3.57,GB,1700947923
513,mejit,10.2753,170.8646,27.07,80,99,7.3,MH,1700947923
514,aldama,22.9167,-98.0667,29.16,55,4,3.03,MX,1700947924
515,taro,-8.3862,115.28,22.0,96,100,0.59,ID,1700947925
516,jamtara,23.95,86.8,17.82,56,0,1.97,IN,1700947925
517,gagliano del capo,39.8442,18.3695,6.68,65,18,10.8,IT,1700947926
518,tuy hoa,13.0833,109.3,24.43,94,99,4.67,VN,1700947926
519,obo,5.3998,26.4869,20.45,96,100,2.47,CF,1700947927
520,ziro,27.6333,93.8333,4.57,65,0,1.29,IN,1700947927
521,lethem,3.3803,-59.7968,30.2,51,95,2.26,GY,1700947928
522,nelidovo,56.2211,32.7774,-3.91,96,99,2.87,RU,1700947928
523,qarchi gak,37.04,66.7889,15.95,18,100,2.93,AF,1700947929
524,caarapo,-22.6342,-54.8222,18.89,98,100,2.87,BR,1700947929
525,spas-klepiki,55.1347,40.1767,-9.48,98,100,0.69,RU,1700947930
526,happy valley-goose bay,53.3168,-60.3315,-8.83,67,20,4.63,CA,1700947930
527,thomson,33.4707,-82.5046,13.02,68,100,3.09,US,1700947931
528,kuruman,-27.4524,23.4325,25.55,36,83,3.84,ZA,1700947931
529,vila velha,-20.3297,-40.2925,23.97,75,75,6.17,BR,1700947932
530,hamilton,39.1834,-84.5333,8.33,58,0,3.6,US,1700947726
531,uyskoye,54.3775,60.0047,1.27,97,98,3.43,RU,1700947933
532,almunecar,36.7339,-3.6907,17.35,53,31,2.66,ES,1700947933
533,lensk,60.7253,114.9278,-30.34,100,91,1.5,RU,1700947934
534,kronoby,63.7286,23.0339,-3.94,95,75,0.51,FI,1700947934
535,yokadouma,3.5167,15.05,23.08,83,100,0.62,CM,1700947935
536,walvis bay,-22.9575,14.5053,16.53,88,2,0.0,NA,1700947935
537,solnechnyy,50.7214,136.6319,-22.03,88,4,1.39,RU,1700947936
538,ban selaphum,16.0167,103.95,23.04,74,100,5.85,TH,1700947936
539,callao,-12.0667,-77.15,21.16,73,75,4.63,PE,1700947838
540,diebougou,10.9667,-3.25,31.03,25,98,1.2,BF,1700947937
541,rhede,51.8333,6.7,4.82,91,24,2.16,DE,1700947938
542,shajiang,26.7825,119.9669,12.28,84,6,1.59,CN,1700947938
543,takanabe,32.1333,131.5,7.94,75,51,2.58,JP,1700947939
544,tughyl,47.7252,84.2063,1.94,84,59,2.47,KZ,1700947940
545,amurzet,47.6967,131.0981,-19.96,89,85,2.9,RU,1700947940
546,bonthe,7.5264,-12.505,26.21,80,72,2.62,SL,1700947941
547,bath,51.3779,-2.3591,3.28,92,100,0.94,GB,1700947941
548,mossel bay,-34.1831,22.146,17.88,86,63,2.92,ZA,1700947942
549,olinda,-8.0089,-34.8553,26.85,69,40,5.14,BR,1700947942
550,nieuw amsterdam,5.8833,-55.0833,28.9,78,84,5.42,SR,1700947943
551,el campo,29.1966,-96.2697,20.16,68,100,4.63,US,1700947943
552,namibe,-15.1961,12.1522,23.69,84,89,3.38,AO,1700947944
553,yeppoon,-23.1333,150.7333,22.88,70,97,3.59,AU,1700947944
554,hasaki,35.7333,140.8333,7.94,76,100,5.2,JP,1700947945
555,sakaiminato,35.55,133.2333,1.99,100,40,2.06,JP,1700947946
556,egilsstadir,65.2653,-14.3948,0.95,93,0,1.03,IS,1700947946
557,novellara,44.843,10.7275,7.78,46,0,5.3,IT,1700947947
558,lewiston orchards,46.3804,-116.9754,5.7,74,100,1.54,US,1700947947
559,lengshuitan,26.4111,111.5956,11.63,72,49,2.11,CN,1700947948
560,eyl,7.9803,49.8164,25.73,75,7,7.98,SO,1700947948
561,quinte west,44.1834,-77.5662,2.08,72,75,4.63,CA,1700947949
562,arkalyk,50.2486,66.9114,-2.27,74,100,3.85,KZ,1700947949
563,machilipatnam,16.1667,81.1333,25.0,79,27,5.1,IN,1700947950
564,twistringen,52.8,8.65,1.55,91,7,2.98,DE,1700947950
565,sumbawa besar,-8.5,117.4333,23.6,91,82,1.84,ID,1700947951
566,dibba al-hisn,25.6196,56.2729,20.1,71,0,0.68,AE,1700947951
567,antsiranana,-12.2787,49.2917,25.23,80,100,7.45,MG,1700947952
568,mulanje,-16.0316,35.5,23.62,69,92,2.45,MW,1700947952
569,kayangel,8.0823,134.7173,28.64,77,22,6.58,PW,1700947953
570,bishkek,42.87,74.59,-0.89,43,55,1.39,KG,1700947953
571,zinjibar,13.1287,45.3807,26.27,72,74,3.3,YE,1700947954
572,usinsk,65.9939,57.5281,-24.57,100,76,0.41,RU,1700947955
573,belo sur tsiribihina,-19.7,44.55,24.75,93,30,1.21,MG,1700947955
574,itigi,-5.7,34.4833,21.12,66,96,3.21,TZ,1700947956
575,brioude,45.1667,3.4167,2.07,70,98,2.87,FR,1700947956
576,aitape,-3.1374,142.3475,27.3,77,94,1.12,PG,1700947957
577,zakamensk,50.3741,103.2863,-13.72,95,100,1.56,RU,1700947958
578,antofagasta,-23.65,-70.4,18.6,73,30,3.64,CL,1700947958
579,beau vallon,-20.4189,57.6953,24.01,83,40,5.14,MU,1700947959
580,figuig (centre),32.1089,-1.2286,11.41,19,100,0.23,MA,1700947959
581,luderitz,-26.6481,15.1594,18.35,55,1,7.4,NA,1700947960
582,east falmouth,41.5784,-70.5586,2.23,47,0,0.0,US,1700947960
583,jinzhou,41.1078,121.1417,-4.31,53,1,2.69,CN,1700947960
